0	7.9455
33.3333	2.8634
66.6667	2.3981
100	5.3344
133.3333	7.8645
166.6667	4.1747
200	23.1258
233.3333	1.5764
266.6667	4.2488
300	2.2662
333.3333	2.375
366.6667	9.6307
400	4.2939
433.3333	1.5845
466.6667	1.5926
500	4.4166
533.3333	26.5077
566.6667	0.4468
600	1.8009
633.3333	3.7627
666.6667	4.8668
700	1.8206
733.3333	2.0648
766.6667	5.3194
800	3.2604
833.3333	1.8784
866.6667	21.0067
900	2.1713
933.3333	25.5726
966.6667	2.0486
1000	0.8252
1033.3334	0.4468
1066.6666	1.272
1100	5.4802
1133.3334	5.1122
1166.6666	4.9027
1200	29.9799
1233.3334	6.9687
1266.6666	5.1353
1300	6.3865
1333.3334	9.905
1366.6666	5.3147
1400	1.8055
1433.3334	1.8009
1466.6666	3.0949
1500	1.2951
1533.3334	30.8063
1566.6666	2.3009
1600	5.0948
1633.3334	5.177
1666.6666	2.3044
1700	3.2326
1733.3334	4.1006
1766.6666	4.1851
1800	2.4201
1833.3334	0.6354
1866.6666	30.2473
1900	20.6178
1933.3334	1.8414
1966.6666	2.1944
2000	2.9861
2033.3334	1.6817
2066.6667	1
2100	0.8021
2133.3333	1.0544
2166.6667	1.5266
2200	34.0574
2233.3333	1.2662
2266.6667	2.3808
2300	5.7349
2333.3333	5.8321
2366.6667	2.0347
2400	1.0173
2433.3333	2.1597
2466.6667	4.6319
2500	31.0586
2533.3333	0.6991
2566.6667	3.3819
2600	2.8993
2633.3333	1.7372
2666.6667	6.7557
2700	6.0034
2733.3333	1.8403
2766.6667	0.9942
2800	1.184
2833.3333	37.9127
2866.6667	1.2257
2900	0.316
2933.3333	0.1458
2966.6667	0.8484
3000	0.3495
3033.3333	0.06366
3066.6667	0.4977
3100	0.5741
3133.3333	2.1238
3166.6667	34.9729
3200	1.4039
3233.3333	3.2013
3266.6667	9.42
3300	0.7141
3333.3333	1.9259
3366.6667	5.6168
3400	3.9525
3433.3333	1.8021
3466.6667	0.4988
3500	35.5053
3533.3333	4.1238
3566.6667	1.1979
3600	1.228
3633.3333	1.3449
3666.6667	1.7141
3700	5.1377
3733.3333	0.5393
3766.6667	0.9676
3800	11.7927
3833.3333	34.9231
3866.6667	0.07755
3900	2.8541
3933.3333	4.4421
3966.6667	4.0555
4000	1.0139
4033.3333	1.2025
4066.6667	1.8171
4100	1.206
4133.3335	0.7164
4166.6665	33.878
4200	0.5741
4233.3335	3.6157
4266.6665	1.265
4300	0.5868
4333.3335	1.4247
4366.6665	1.8773
4400	0.4016
4433.3335	0.2187
4466.6665	0.7118
4500	35.0539
4533.3335	0.4213
4566.6665	1.4849
4600	2.7696
4633.3335	3.2604
4666.6665	0.875
4700	0.4549
4733.3335	1.0926
4766.6665	11.9848
4800	0.3542
4833.3335	35.2993
4866.6665	1.1528
4900	3.2199
4933.3335	3.4664
4966.6665	1.2245
5000	0.8518
5033.3335	1.9398
5066.6665	0.7778
5100	0.5498
5133.3335	0.09375
5166.6665	34.6083
5200	5.7221
5233.3335	1.1134
5266.6665	1.6215
5300	2.1551
5333.3335	1.1562
5366.6665	1.5741
5400	2.1227
5433.3335	0.4213
5466.6665	34.9937
5500	1.6991
5533.3335	3.7118
5566.6665	4.9988
5600	2.6921
5633.3335	2.1227
5666.6665	2.0266
5700	13.3447
5733.3335	1.7268
5766.6665	0.9641
5800	35.378
5833.3335	0.5636
5866.6665	4.434
5900	1.0405
5933.3335	1.4595
5966.6665	1.1574
6000	2.0706
6033.3335	1.6261
6066.6665	0.9491
6100	1.5879
6133.3335	35.6153
6166.6665	0.9213
6200	2.2696
6233.3335	3.375
6266.6665	3.2002
6300	1.1076
6333.3335	1.243
6366.6665	3.7581
6400	1.7118
6433.3335	0.5856
6466.6665	36.1847
6500	0.647
6533.3335	4.0567
6566.6665	0.9375
6600	0.566
6633.3335	2.1493
6666.6665	12.104
6700	0.9039
6733.3335	0.2986
6766.6665	0.02431
6800	36.2889
6833.3335	3.3101
6866.6665	0.8866
6900	0.6447
6933.3335	0.8623
6966.6665	1.1192
7000	0.7407
7033.3335	1.0208
7066.6665	0.5185
7100	37.0377
7133.3335	0.8993
7166.6665	3.5381
7200	3.6111
7233.3335	0.6609
7266.6665	0.8032
7300	1.0822
7333.3335	1.7176
7366.6665	0.3681
7400	35.0528
7433.3335	3.0949
7466.6665	1.2882
7500	0.5
7533.3335	1.1377
7566.6665	12.5241
7600	1.6875
7633.3335	1.375
7666.6665	0.6042
7700	0.2604
7733.3335	35.4856
7766.6665	0.6018
7800	1.1065
7833.3335	3.2268
7866.6665	3.8692
7900	0.8588
7933.3335	2.9213
7966.6665	5.7557
8000	4.4039
8033.3335	1.765
8066.6665	35.2993
8100	0.3877
8133.3335	4.9826
8166.6665	4.3541
8200	3.6944
8233.333	2.6215
8266.667	1.2616
8300	1.6991
8333.333	4.7303
8366.667	5.2777
8400	35.7136
8433.333	0.1377
8466.667	1.2511
8500	11.0681
8533.333	16.4651
8566.667	11.0867
8600	3.7997
8633.333	0.5012
8666.667	2.7801
8700	4.2036
