0	48.6869
33.3333	46.9873
66.6667	46.9935
100	46.781
133.3333	47.0265
166.6667	46.4572
200	46.3974
233.3333	46.3334
266.6667	44.8772
300	44.9453
333.3333	45.2485
366.6667	45.2877
400	59.0538
433.3333	50.2566
466.6667	48.9695
500	48.92
533.3333	65.1717
566.6667	63.8351
600	49.019
633.3333	49.9493
666.6667	49.0603
700	48.6911
733.3333	54.6707
766.6667	52.2038
800	53.5362
833.3333	53.0206
866.6667	52.804
900	52.9546
933.3333	47.1894
966.6667	49.0974
1000	49.8544
1033.3334	49.6832
1066.6666	51.422
1100	49.7121
1133.3334	49.2253
1166.6666	48.8973
1200	48.6086
1233.3334	49.3326
1266.6666	45.9972
1300	46.0447
1333.3334	46.0488
1366.6666	46.0632
1400	61.628
1433.3334	89.6595
1466.6666	56.688
1500	55.4071
1533.3334	54.5346
1566.6666	57.4161
1600	52.9752
1633.3334	59.1755
1666.6666	52.3605
1700	52.3502
1733.3334	52.3832
1766.6666	52.3255
1800	52.4533
1833.3334	52.0759
1866.6666	52.1584
1900	51.9088
1933.3334	45.1763
1966.6666	44.8937
2000	68.2327
2033.3334	48.0393
2066.6667	53.4517
2100	50.6135
2133.3333	49.4171
2166.6667	48.984
2200	55.7948
2233.3333	69.4764
2266.6667	55.0461
2300	60.8814
2333.3333	52.6328
2366.6667	50.9455
2400	54.6707
2433.3333	68.3111
2466.6667	55.1389
2500	52.8184
2533.3333	62.2056
2566.6667	66.5805
2600	54.2644
2633.3333	61.2609
2666.6667	58.8331
2700	58.2721
2733.3333	60.4709
2766.6667	53.3568
2800	52.1192
2833.3333	55.3266
2866.6667	71.306
2900	65.741
2933.3333	59.025
2966.6667	57.6409
3000	58.0411
3033.3333	110.1397
3066.6667	60.6545
3100	79.8227
3133.3333	60.0295
3166.6667	56.393
3200	57.1768
3233.3333	54.221
3266.6667	54.9512
3300	53.5197
3333.3333	53.1526
3366.6667	52.5235
3400	67.3725
3433.3333	56.7519
3466.6667	56.2486
3500	54.2705
3533.3333	54.2334
3566.6667	51.4261
3600	50.4113
3633.3333	49.8792
3666.6667	49.1304
3700	49.0232
