0	107.9081
33.3333	104.3984
66.6667	104.586
100	104.277
133.3333	103.6836
166.6667	91.6654
200	91.1063
233.3333	91.0882
266.6667	91.0944
300	111.2126
333.3333	141.5084
366.6667	133.4665
400	99.8311
433.3333	98.4765
466.6667	97.6398
500	92.8105
533.3333	92.5535
566.6667	92.6141
600	92.6179
633.3333	92.4966
666.6667	92.5066
700	92.551
733.3333	92.5572
766.6667	92.2814
800	92.2633
833.3333	87.591
866.6667	87.4947
900	87.6266
933.3333	88.6654
966.6667	88.5353
1000	88.541
1033.3334	88.4765
1066.6666	88.3884
1100	88.349
1133.3334	88.3984
1166.6666	85.5203
1200	85.4753
1233.3334	85.2039
1266.6666	85.2433
1300	85.1463
1333.3334	85.1745
1366.6666	84.8249
1400	84.8462
1433.3334	84.8624
1466.6666	84.8649
1500	79.1776
1533.3334	79.2095
1566.6666	79.0725
1600	78.9994
1633.3334	79.1651
1666.6666	79.1363
1700	79.0938
1733.3334	79.1495
1766.6666	79.1082
1800	79.1538
1833.3334	81.541
1866.6666	81.4403
1900	83.1101
1933.3334	83.0525
1966.6666	83.2083
2000	83.1901
2033.3334	83.192
2066.6667	83.2952
2100	83.1313
2133.3333	83.0594
2166.6667	79.3083
2200	79.3671
2233.3333	79.374
2266.6667	79.399
2300	79.4909
2333.3333	79.7186
2366.6667	79.7079
2400	79.7129
2433.3333	79.5134
2466.6667	79.8362
2500	79.3859
2533.3333	79.414
2566.6667	79.1845
2600	79.5535
2633.3333	79.5503
2666.6667	79.6642
2700	79.4328
2733.3333	79.4941
2766.6667	79.7667
2800	79.4284
2833.3333	78.9962
2866.6667	80.5034
2900	80.6542
2933.3333	80.7655
2966.6667	80.6673
3000	80.631
3033.3333	80.7717
3066.6667	80.5178
3100	80.5947
3133.3333	80.4103
3166.6667	77.6398
3200	77.6786
3233.3333	77.7104
3266.6667	77.359
3300	77.7367
3333.3333	77.8887
3366.6667	77.9706
3400	77.9594
3433.3333	77.9318
3466.6667	78.0775
3500	78.4415
3533.3333	78.4215
3566.6667	78.6173
3600	78.6079
3633.3333	78.6529
3666.6667	78.7949
3700	78.596
3733.3333	78.5503
3766.6667	78.4922
3800	78.5522
3833.3333	79.1495
3866.6667	78.9506
3900	78.9987
3933.3333	79.0206
3966.6667	78.935
4000	78.676
4033.3333	78.6685
4066.6667	78.4916
4100	78.6529
4133.3335	78.5891
4166.6665	79.4609
4200	79.4984
4233.3335	79.2364
4266.6665	79.5347
4300	79.5147
4333.3335	79.5478
4366.6665	79.4747
4400	79.6198
4433.3335	79.6254
4466.6665	79.6098
4500	79.8055
4533.3335	79.7736
4566.6665	79.803
4600	79.6879
4633.3335	79.6911
4666.6665	79.6698
4700	79.6804
4733.3335	79.4884
4766.6665	79.4403
4800	80.1163
4833.3335	75.4809
4866.6665	75.2745
4900	75.257
4933.3335	74.7805
4966.6665	75.187
5000	75.0869
5033.3335	75
5066.6665	75.0194
5100	74.9794
5133.3335	74.9375
5166.6665	78.9731
5200	78.8099
5233.3335	78.4928
5266.6665	78.8912
5300	78.8118
5333.3335	79.065
5366.6665	78.7205
5400	78.6917
5433.3335	78.7054
5466.6665	78.8874
5500	73.656
5533.3335	73.5197
5566.6665	73.5428
5600	73.192
5633.3335	73.5829
5666.6665	73.626
5700	73.7242
5733.3335	74.4472
5766.6665	74.4653
5800	75.9512
5833.3335	76.0225
5866.6665	75.7905
5900	76.0169
5933.3335	75.8787
5966.6665	75.7905
6000	75.7855
6033.3335	75.8218
6066.6665	75.8336
6100	75.8174
6133.3335	76.1201
6166.6665	76.5072
6200	76.4959
6233.3335	76.4884
6266.6665	76.4565
6300	76.4872
6333.3335	76.5103
6366.6665	76.5441
6400	76.4966
6433.3335	76.4853
6466.6665	72.2627
6500	72.0231
6533.3335	71.8324
6566.6665	72.0288
6600	72.0363
6633.3335	71.9762
6666.6665	71.9131
6700	72.2808
6733.3335	72.2214
6766.6665	72.2408
6800	6.3815
6833.3335	6.1764
6866.6665	1.1664
6900	1.1238
6933.3335	0.6266
6966.6665	1.0513
7000	0.334
7033.3335	0.4659
7066.6665	0.8286
7100	70.7111
7133.3335	70.6504
7166.6665	70.646
7200	69.2852
7233.3335	70.9099
7266.6665	70.9012
7300	70.778
7333.3335	70.6954
7366.6665	70.9737
7400	71.1063
7433.3335	74.429
7466.6665	74.5572
7500	75.0688
7533.3335	75.0588
7566.6665	75.0144
7600	74.9837
7633.3335	75.8987
7666.6665	75.8893
7700	75.9149
7733.3335	75.9024
7766.6665	70.5347
7800	70.8418
7833.3335	70.8918
7866.6665	70.8562
7900	70.8443
7933.3335	70.8593
7966.6665	70.8762
8000	70.8543
8033.3335	70.9099
8066.6665	70.8962
8100	74.4478
8133.3335	74.267
8166.6665	73.8687
8200	74.2821
8233.333	74.2964
8266.667	74.2508
8300	74.2452
8333.333	74.2714
8366.667	74.2858
8400	74.2846
8433.333	74.5603
8466.667	74.8455
8500	74.9118
8533.333	75.1313
8566.667	75.1288
8600	76.2095
8633.333	76.0994
8666.667	76.0244
8700	76.0175
8733.333	76.0594
8766.667	77.1595
8800	77.3002
8833.333	77.3265
8866.667	76.9468
8900	77.0744
8933.333	77.1513
8966.667	77.1363
9000	77.0988
9033.333	77.1094
9066.667	77.1638
9100	75.0994
9133.333	74.9819
9166.667	75.3677
9200	75.3471
9233.333	75.3221
9266.667	75.6786
9300	75.5822
9333.333	75.541
9366.667	75.5216
9400	75.1814
9433.333	75.6817
9466.667	75.6229
9500	75.6573
9533.333	75.4009
9566.667	76.344
9600	76.339
9633.333	76.3208
9666.667	76.3133
9700	76.3533
9733.333	76.3546
9766.667	76.2008
9800	76.1188
9833.333	75.7073
9866.667	75.9162
9900	75.8768
